Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All GHG data is presented in units of metric tons of carbon dioxide equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 GHG Quantity Associated with Coal-based liquid fuel production,2021 GHG Quantity Associated with Coal-based liquid fuel production,2020 GHG Quantity Associated with Coal-based liquid fuel production,2019 GHG Quantity Associated with Coal-based liquid fuel production,2018 GHG Quantity Associated with Coal-based liquid fuel production,2017 GHG Quantity Associated with Coal-based liquid fuel production,2016 GHG Quantity Associated with Coal-based liquid fuel production,2015 GHG Quantity Associated with Coal-based liquid fuel production,2014 GHG Quantity Associated with Coal-based liquid fuel production,2013 GHG Quantity Associated with Coal-based liquid fuel production,2012 GHG Quantity Associated with Coal-based liquid fuel production,2011 GHG Quantity Associated with Coal-based liquid fuel production,2022 GHG Quantity Associated with Petroleum Products Produced,2021 GHG Quantity Associated with Petroleum Products Produced,2020 GHG Quantity Associated with Petroleum Products Produced,2019 GHG Quantity Associated with Petroleum Products Produced,2018 GHG Quantity Associated with Petroleum Products Produced,2017 GHG Quantity Associated with Petroleum Products Produced,2016 GHG Quantity Associated with Petroleum Products Produced,2015 GHG Quantity Associated with Petroleum Products Produced,2014 GHG Quantity Associated with Petroleum Products Produced,2013 GHG Quantity Associated with Petroleum Products Produced,2012 GHG Quantity Associated with Petroleum Products Produced,2011 GHG Quantity Associated with Petroleum Products Produced,2022 GHG Quantity Associated with Petroleum Products Imported,2021 GHG Quantity Associated with Petroleum Products Imported,2020 GHG Quantity Associated with Petroleum Products Imported,2019 GHG Quantity Associated with Petroleum Products Imported,2018 GHG Quantity Associated with Petroleum Products Imported,2017 GHG Quantity Associated with Petroleum Products Imported,2016 GHG Quantity Associated with Petroleum Products Imported,2015 GHG Quantity Associated with Petroleum Products Imported,2014 GHG Quantity Associated with Petroleum Products Imported,2013 GHG Quantity Associated with Petroleum Products Imported,2012 GHG Quantity Associated with Petroleum Products Imported,2011 GHG Quantity Associated with Petroleum Products Imported,2022 GHG Quantity Associated with Petroleum Products Exported,2021 GHG Quantity Associated with Petroleum Products Exported,2020 GHG Quantity Associated with Petroleum Products Exported,2019 GHG Quantity Associated with Petroleum Products Exported,2018 GHG Quantity Associated with Petroleum Products Exported,2017 GHG Quantity Associated with Petroleum Products Exported,2016 GHG Quantity Associated with Petroleum Products Exported,2015 GHG Quantity Associated with Petroleum Products Exported,2014 GHG Quantity Associated with Petroleum Products Exported,2013 GHG Quantity Associated with Petroleum Products Exported,2012 GHG Quantity Associated with Petroleum Products Exported,2011 GHG Quantity Associated with Petroleum Products Exported,2022 GHG Quantity Associated with Natural Gas Supply,2021 GHG Quantity Associated with Natural Gas Supply,2020 GHG Quantity Associated with Natural Gas Supply,2019 GHG Quantity Associated with Natural Gas Supply,2018 GHG Quantity Associated with Natural Gas Supply,2017 GHG Quantity Associated with Natural Gas Supply,2016 GHG Quantity Associated with Natural Gas Supply,2015 GHG Quantity Associated with Natural Gas Supply,2014 GHG Quantity Associated with Natural Gas Supply,2013 GHG Quantity Associated with Natural Gas Supply,2012 GHG Quantity Associated with Natural Gas Supply,2011 GHG Quantity Associated with Natural Gas Supply,2022 GHG Quantity Associated with Natural Gas Liquids Supply,2021 GHG Quantity Associated with Natural Gas Liquids Supply,2020 GHG Quantity Associated with Natural Gas Liquids Supply,2019 GHG Quantity Associated with Natural Gas Liquids Supply,2018 GHG Quantity Associated with Natural Gas Liquids Supply,2017 GHG Quantity Associated with Natural Gas Liquids Supply,2016 GHG Quantity Associated with Natural Gas Liquids Supply,2015 GHG Quantity Associated with Natural Gas Liquids Supply,2014 GHG Quantity Associated with Natural Gas Liquids Supply,2013 GHG Quantity Associated with Natural Gas Liquids Supply,2012 GHG Quantity Associated with Natural Gas Liquids Supply,2011 GHG Quantity Associated with Natural Gas Liquids Supply,2022 GHG Quantity Associated with CO2 Supply ,2021 GHG Quantity Associated with CO2 Supply ,2020 GHG Quantity Associated with CO2 Supply ,2019 GHG Quantity Associated with CO2 Supply ,2018 GHG Quantity Associated with CO2 Supply ,2017 GHG Quantity Associated with CO2 Supply ,2016 GHG Quantity Associated with CO2 Supply ,2015 GHG Quantity Associated with CO2 Supply ,2014 GHG Quantity Associated with CO2 Supply ,2013 GHG Quantity Associated with CO2 Supply ,2012 GHG Quantity Associated with CO2 Supply ,2011 GHG Quantity Associated with CO2 Supply 
1009291,110000600378,"SILVER EAGLE REFINING, INCORPORATED",EVANSTON,WY,82930,2990 COUNTY ROAD 180,UINTA COUNTY,41.2616,-110.807,324110,"C,MM-REF,Y",,,,,,,,,,,,,384411,339153,264030,406161,358797,355370,387419,391769.3006451,347337.7579752,307442,350573.1911468,232030.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007218,110070641614,SINCLAIR CASPER REFINING COMPANY,CASPER,WY,82609,5700 EAST HIGHWAY 20/26,NATRONA COUNTY,42.768575,-106.18162,324110,"C,MM-REF,Y",,,,,,,,,,,,,3590412,2940207,3302522,3128443,3280909,3082717,2837132,3090723,3232601,2961101,3203901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004592,110071160474,SIOUX CENTER MUNICIPAL NATURAL GAS UTILITY,SIOUX CENTER,IA,51250,335 1ST AVE nw,SIOUX COUNTY,43.08056,-96.17704,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97183.2,86920.4,75851.7,78385.8,91159.1,98384.7,85587.6,87689.6,90811.7,92248.7,79762.9,87860.7,,,,,,,,,,,,,,,,,,,,,,,,
1011934,,SK Energy Americas Inc.,Houston,TX,77079,11700 Katy Freeway Mailbox 121,,29.785937,-95.590825,424720,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,,,,,,,,,confidential,confidential,92937.146927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002625,110071159927,SLAUGHTER GASOLINE PLANT,SUNDOWN,TX,79372,,HOCKLEY COUNTY,33.467778,-102.558889,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458196.5,456832.9,516081.4,569779.7,673701.7,498264.1,529450.1,683143.9,763436.5,743614.9,738101.7,660391.3,,,,,,,,,,,,
1005159,110000516399,SNG Plant,Kapolei,HI,96707,91-390 Kauhi Street,HONOLULU COUNTY,21.309264,-158.092533,221210,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1002925,110013317614,"SOLVAY SPECIALTY POLYMERS USA, LLC",THOROFARE,NJ,08086,10 LEONARD LN,GLOUCESTER COUNTY,39.845474,-75.209486,325211,"C,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000140,110071161996,SONNEBORN LLC/PETROLIA PLT,PETROLIA,PA,16050,100 SONNEBORN LN,BUTLER COUNTY,41.01,-79.72,324199,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,516642,501564,53254,85120.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006311,110043810374,SONORA GAS PLANT,SONORA,TX,76950,,SUTTON COUNTY,30.56,-100.5881,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,95486,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,
1005209,110071159194,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),LOS ANGELES,CA,90013,555 WEST 5TH STREET,LOS ANGELES COUNTY,34.043925,-118.242429,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41485081,41682968.1,40365537.9,41168270.8,39906816.7,41758988.4,42383346.4,42863144.7,44069135.5072,45710389.1936,46584491.9,43737014.7,,,,,,,,,,,,,,,,,,,,,,,,
1002415,110015909935,SPINDLE GAS PROCESSING PLANT,FT LUPTON,CO,80621,9101 WELD COUNTY RD 14,WELD COUNTY,40.088944,-104.884194,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173179.5,176344.1,190953.5,194385,182017.9,139083.2,139166.6,85103.931,36879.184,0,5658.409,0,,,,,,,,,,,,
1005496,110000448944,ST ROSE FACILITY,ST ROSE,LA,70087,REF/27009 RIVER RD,ST. CHARLES PARISH,29.952222,-90.328556,324110,"C,Y",,,,,,,,,,,,,,,,33948,72724,3881631,3089806,3249081,2362479,1627196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000137,110071159238,ST. CROIX VALLEY NATURAL GAS CO.,RIVER FALLS,WI,54022,415 S. SECOND ST.,PIERCE COUNTY,44.858921,-92.579248,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77818.9,66330.5,66325.9,74574.8,71783.8,65894.4,61106.6,59762.3,69219.5,66390.4,54000.4,59833.1,,,,,,,,,,,,,,,,,,,,,,,,
1004970,110064409215,ST. REGIS GAS TREATING FACILITY,JAY,FL,32565,5415 Oil Plant Road,SANTA ROSA COUNTY,30.94845,-87.17817,211120,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70377.3,85412.3,77115.3,106104.7,107195,106233.3,119297.7,131581.6,120436.3,46093.1,,,,,,,,,,,,,,
1007923,110032913024,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,COMMERCE CITY,CO,80022,5801 BRIGHTON BLVD,ADAMS COUNTY,39.80488,-104.94298,324110,"C,MM-REF,P,Y",,,,,,,,,,,,,12732276.5802688,10622599.4252402,11017764,13176537,14261748,13986709,13402493,14490335,13699455,13676186,13690853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009492,110071161192,"SUPERIOR WATER, LIGHT and POWER COMPANY",SUPERIOR,WI,54880,2915 HILL AVENUE,DOUGLAS COUNTY,46.70494,-92.07701,221122,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158223.6,145660.8,156576.8,170181.3,180339.4,211715.6,198242.5,107394,150879.3,153839.9,127287.7,114544.5,,,,,,,,,,,,,,,,,,,,,,,,
1005992,110007182360,SWEENY REFINERY,Old Ocean,TX,77463,8189 Old FM 524,BRAZORIA COUNTY,29.070847,-95.750363,324110,"C,MM-REF,Y",,,,,,,,,,,,,38485704.71,37601668.4743676,33319211,36406875,38464788,37175877.4248,38871446.4683,37553512.8776,36590971.4091,33093191.0974,37541357.3,35051371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014670,,Saalok,Union City,NJ,07087,1713 Central Ave,,40.7650504975547,-74.0380114817798,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002366,110020889920,"Samsung Electronics Co., Ltd.",Pine Brook,NJ,07058,19D Chapin Rd,MORRIS COUNTY,40.85407,-74.33362,335220,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003767,110071161038,Sand Hills Gas Plant,Crane,TX,79731,5880 FM 1233,CRANE COUNTY,31.409312,-102.415134,211130,"C,PP,UU,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1011114,,Sandpiper Energy,Salisbury,MD,21804,32145 Beaver Run Dr,,39.114747,-75.750871,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44441.5,36284.8,39080.1,31485.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002384,110028014805,Santa Ynez Unit (SYU),GOLETA,CA,93117,12000 CALLE REAL,SANTA BARBARA COUNTY,34.46462,-120.03883,211120,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,10214.7,confidential,confidential,confidential,confidential,,,,,,,,,,,,
1008744,110043569787,Sarsen Gas Processing Plant,Evans City,PA,16033,774 Prospect Road,BUTLER COUNTY,40.81476,-80.04373,211130,"C,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,
1013769,110070819621,Scales N Stuff,Tampa,FL,33634,8101 Anderson Rd,HILLSBOROUGH COUNTY,28.023071,-82.536016,425120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002592,110071160500,"Scottsboro Water, Sewer and Gas Board",Scottsboro,AL,35768,404 E. Willow St.,JACKSON COUNTY,34.673518,-86.031171,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40585.8,40861.3,37786.6,40498.5,44978.4,39888.2,40447.4,42480.4,43798.7,43043.3,40251.7,44714.9,,,,,,,,,,,,,,,,,,,,,,,,
1008267,110056961480,Seminole and West Texas Frac,Mont Belvieu,TX,77580,10207 FM 1942,CHAMBERS COUNTY,29.857573,-94.912893,211130,NN-FRAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19385970.7,6781861,8311567.1,8118575.4,6682819.3,8130044.5,8121207.8,8097149.9,7643007.2,8541880,9339006.3,9159926.7,,,,,,,,,,,,
1003534,110071161437,Sevier County Utility District,Sevierville,TN,37862,420 Robert Henderson Rd,SEVIER COUNTY,35.86932,-83.540635,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115106.1,103684.1,107097.3,108318.1,94863.1,99599.9,97431.7,104845.6,101521.8,89526.2,94067.6,,,,,,,,,,,,,,,,,,,,,,,,
1010713,110044228608,Shell Chemical LP,Houston,TX,77079,150 North Dairy Ashford Road,HARRIS COUNTY,29.75809,-95.36703,424690,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,confidential,103932.368928,95140.9315725,63498.0798725,65324.8561929,44910.7606196,98621.9648141,160265.1012617,116592.3424716,123973.1779328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007002,110031267064,Shell Deer Park Chemical,DEER PARK,TX,77536,5900 HIGHWAY 225 EAST,HARRIS COUNTY,29.722222,-95.126944,325110,"C,X",,,,,,,,,,,,,,36436763.720618,40527779.7348986,38638488.9552362,43808481.1082845,40589326.628409,46110399.6442534,45011911.62,46620507.3454846,48819168.6688303,28020855.4,39915546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential
1010597,,Shell Deer Park Refinery Exporter,Deer Park,TX,77536,5900 Hwy 225 East,,29.6790149,-95.1119407,324110,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009501,,Shell Oil Products US,Houston,TX,77002,1000 Main 14th floor,,29.75712,-95.363497,324110,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,771303.4,661963.3,1037112,1493948.6,2703718.4,6473921.1,8226751.8,9263279.1,9387107.489769,8192300.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002496,,Shell Trading (US) Company,Houston,TX,77002,1000 Main St.,,29.752554,-95.3704009,424720,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,28160552.9,26351250.5,32675140.9,45981489.1,48706115.1,44735582,38736585.3,45532080.7,34561296,32446570,24708728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008829,110054628159,Sherwood Gas Plant,West Union,WV,26456,218 Swisher Lane,DODDRIDGE COUNTY,39.281445,-80.69374,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,
1013894,110070156369,Showa Chemicals of America,Austin,TX,78758,9101 Burnet Road #105,TRAVIS COUNTY,30.37456,-97.726,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002150,110071162292,Shute Creek Facility,KEMMERER,WY,83101,,LINCOLN COUNTY,41.887,-110.09446,211130,"C,PP,RR (RPT),W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1010627,110005274201,"Siemens Energy, Inc.",Orlando,FL,32826,4400 Alafaya Trail,ORANGE COUNTY,28.60237,-81.20777,541330,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010764,110070306904,"Siemens Energy,inc",Richland,MS,39218,444 Highway 49 South,RANKIN COUNTY,32.24943,-90.16217,335311,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010729,110057653427,"Siemens Industry, Inc",Wendell,NC,27591,7000 Siemens Road,WAKE COUNTY,35.81655,-78.39706,335313,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014067,110000430187,"Siemens Industry, Inc.",Buffalo Grove,IL,60089,1000 Deerfield Pkwy,LAKE COUNTY,42.16835,-87.93495,334512,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004430,110000750875,Siloam Fractionation,South Shore,KY,41175,2 MarkWest Drive,GREENUP COUNTY,38.733056,-82.928333,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094650.6,1102837.9,1117783.7,1193002.9,1371788.8,1355145.7,1478828.6,1402870.1,1847338.8,1890658.7,1786850.5,1931862.5,,,,,,,,,,,,
1006448,110000499069,Silver Eagle Refining-Woods Cross,WOODS CROSS,UT,84087,2355 SOUTH 1100 WEST,DAVIS COUNTY,40.866389,-111.911389,324110,"C,MM-REF,Y",,,,,,,,,,,,,1570276,1511710,1450363,1533315,1462880,1491801,1269772,1412011.8608595,1498458.9337099,1510377.3626518,1250894.7676575,950695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004652,,Smyrna Natural Gas,Smyrna,TN,37167,315 S Lowry,,35.97355,-86.51093,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590.8,139128.5,128376.3,129214.7,144215.4,130427.3,135217.7,131880.7,152691,137463.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1002195,110043795408,Sneed Booster Station,Dumas,TX,79029,,MOORE COUNTY,35.8117,-101.6294,211130,"C,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential
1002829,110069465867,Solvay Fluorides LLC,Houston,TX,77098,3737 Buffalo Speedway.,HARRIS COUNTY,29.732957,-95.428044,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000569,110071161422,Somerset Gas Service,Somerset,KY,42501,306 East Mount Vernon,PULASKI COUNTY,37.093515,-84.601535,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38662.7,38303.1,29979.4,36958.3,39426.9,45951.9,52847,49086.2,54466.6,55535.2,47631.1,46772.3,,,,,,,,,,,,,,,,,,,,,,,,
1006974,110071159422,Somerville Natural Gas,Somerville,TN,38068,13085 North Main Street,FAYETTE COUNTY,35.256365,-89.353336,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41265.4,36515.1,34850.6,39379.2,37545.5,27819,29444.6,26758.9,34481.2,28567.3,23155.4,28254.9,,,,,,,,,,,,,,,,,,,,,,,,
1007066,,South Alabama Gas District,Evergreen,AL,36401,714 West Front Street,,31.42852,-86.969744,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464863.7,468735.6,256487.8,231843.3,231638.6,198799.9,140875.2,32448.4,43178.9,31029.1,22904,22961.1,,,,,,,,,,,,,,,,,,,,,,,,
1000415,110000399970,"South Bend Ethanol, LLC.",SOUTH BEND,IN,46613,3201 W CALVERT ST,St. Joseph,41.6552,-86.2962,325193,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1011333,,"South Coast Gas Co., Inc.",Raceland,LA,70394,4076 Hwy 1,,29.72469,-90.59368,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42497.1,53296.6,40667.9,46828.4,47401.9,41327.7,41534.4,41946.9,49026.5,43563.8,37878.2,44397.6,,,,,,,,,,,,,,,,,,,,,,,,
1007602,110071160155,South Jersey Gas Company,Folsom,NJ,08037,One South Jersey Plaza,ATLANTIC COUNTY,39.643728,-74.757115,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033681.1,2847660.4,2728757.8,3007557.2,3139694,2941108.2,3091788.7,3220531.5,3562157.3,3299234.9,3031124.5,3100915.5,,,,,,,,,,,,,,,,,,,,,,,,
1005674,110071159484,Southern Connecticut Gas Company,Orange,CT,06477,60 Marsh Hill Rd,NEW HAVEN COUNTY,41.25052,-72.9996,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029692,4390722.6,1896031.2,5558651.6,4821113.5,3984422.6,4371758.8,4421735.1,4130593.8,4015106.1,4151070.2,4309416.4,,,,,,,,,,,,,,,,,,,,,,,,
1004112,110071160442,Southern Indiana Gas & Electric Company,Evansville,IN,47711,One Vectren Square,VANDERBURGH COUNTY,38.005965,-87.549475,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258518.6,2051343,1927995.3,2154258.9,2309240.4,2001796.6,2355454.5,2350768.3,2279813.2,2218007.1,2034436.2,1842741.1,,,,,,,,,,,,,,,,,,,,,,,,
1000178,110042747347,"Southern Missouri Natural Gas, LP",Mountain Grove,MO,65711,500 W 19th Street,WRIGHT,37.1461,-92.26276,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108519.2,,,,,,,,,,,,,,,,,,,,,,,,
1001081,110043971388,Southern Public Service Co.,Milton,WV,25541,1075 Main Street,CABELL COUNTY,38.43447,-82.13383,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31441.2,39708.9,34535.8,34490.8,36147.7,39863.1,37620.8,32183.6,36375,,,,,,,,,,,,,,,,,,,,,,,,
1006640,110071160910,Southwest Gas - Arizona,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096201,3777787.7,3816244.5,4023274.7,3564586.4,3376024.6,3403054.2,3461887.3,3330232.8,3702144.6,3528351.6,3823201.9,,,,,,,,,,,,,,,,,,,,,,,,
1006638,110071162171,Southwest Gas - California,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792072.5,749771.8,750445.2,825167.4,727776.2,707759.5,697323.2,678873.6,623336.9,745925.6,699178.2,844518.2,,,,,,,,,,,,,,,,,,,,,,,,
1006639,110071159970,Southwest Gas - Nevada,Las vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6753633.7,6517757.1,6556445.9,6779653.6,6612461,6049631.8,6120835.6,6333196.3,5589183.8,6585336.3,6311529.3,6241154.3,,,,,,,,,,,,,,,,,,,,,,,,
